iter	Accuracy	Logloss
242	0.7660616537	0.50780658
243	0.7660616537	0.5074622707
244	0.7660616537	0.5072854956
245	0.7657735523	0.5069319593
246	0.7657735523	0.5066591203
247	0.7663497551	0.506453754
248	0.7666378565	0.5061208823
249	0.7666378565	0.505908387
250	0.7666378565	0.5056685428
251	0.7680783636	0.505349712
252	0.7680783636	0.505111426
253	0.7686545664	0.5047742256
254	0.7695188706	0.5044465353
255	0.7695188706	0.504253934
256	0.7706712763	0.5039820328
257	0.7729760876	0.5038085984
258	0.7729760876	0.5034350201
259	0.773264189	0.5031068098
260	0.7735522904	0.5027120519
261	0.773264189	0.5024017643
262	0.7738403918	0.5021284636
263	0.773264189	0.5018185811
264	0.7735522904	0.5014154227
265	0.7741284932	0.5011872069
266	0.7744165946	0.5008207454
267	0.7747046961	0.5005787988
268	0.7747046961	0.5003132442
269	0.7749927975	0.5000354513
270	0.7755690003	0.4997234869
271	0.7764333045	0.4994602149
272	0.7764333045	0.4992777298
273	0.7764333045	0.4991077044
274	0.7767214059	0.4988693268
275	0.7767214059	0.4986665356
276	0.7772976088	0.4984443109
277	0.7775857102	0.4982098308
278	0.7775857102	0.4978655823
279	0.7775857102	0.4976035843
280	0.7772976088	0.497421034
281	0.7772976088	0.4970535723
282	0.7775857102	0.4968415796
283	0.7778738116	0.4965781974
284	0.778161913	0.4963157073
285	0.7784500144	0.4961777205
286	0.7790262172	0.49587126
287	0.7793143186	0.495553181
288	0.7796024201	0.4952442605
289	0.7796024201	0.4949095099
290	0.7796024201	0.4946575415
291	0.7804667243	0.4944613689
292	0.7807548257	0.4942151439
293	0.7807548257	0.4939257211
294	0.7813310285	0.4936466376
295	0.7813310285	0.493267644
296	0.7813310285	0.4927906875
297	0.7819072313	0.4925407829
298	0.7819072313	0.492389584
299	0.7819072313	0.4921035413
300	0.7816191299	0.4919023695
301	0.7819072313	0.4916873324
302	0.7819072313	0.4915207931
303	0.7824834342	0.4912816599
304	0.7827715356	0.4909747732
305	0.7827715356	0.4906684578
306	0.7824834342	0.4903639053
307	0.7824834342	0.4901633044
308	0.7824834342	0.4899766904
309	0.7827715356	0.4897199481
310	0.783059637	0.4894501692
311	0.7833477384	0.4892328887
312	0.7836358398	0.4889555533
313	0.7836358398	0.4888089152
314	0.7836358398	0.4885327439
315	0.7836358398	0.4883044022
316	0.7842120426	0.4880237952
317	0.7845001441	0.4877006031
318	0.7847882455	0.4873733812
319	0.7856525497	0.487058094
320	0.7853644483	0.4868271535
321	0.7862287525	0.4865248332
322	0.7870930568	0.4862447821
323	0.7868049553	0.4859699758
324	0.7868049553	0.4856782713
325	0.7870930568	0.4854312907
326	0.7868049553	0.4851181936
327	0.7868049553	0.4849244212
328	0.7868049553	0.4846903015
329	0.7868049553	0.4844550415
330	0.7865168539	0.4842036693
331	0.7865168539	0.4840268204
332	0.7868049553	0.4837360098
333	0.7876692596	0.4834571451
334	0.7876692596	0.4831560187
335	0.787957361	0.4829132938
336	0.7882454624	0.4826976481
337	0.787957361	0.4825253069
338	0.787957361	0.4822586723
339	0.787957361	0.4820595061
340	0.7899740709	0.4817387632
341	0.7905502737	0.4814979474
342	0.7908383751	0.481257431
343	0.7908383751	0.4809676996
344	0.7905502737	0.4806463637
345	0.7905502737	0.4804699893
346	0.7908383751	0.4802161601
347	0.7908383751	0.4799987584
348	0.7917026793	0.4798404423
349	0.7917026793	0.4795809493
350	0.7919907808	0.4793595743
351	0.7919907808	0.4790539688
352	0.7919907808	0.4788054239
353	0.7917026793	0.4784876047
354	0.7922788822	0.4781039806
355	0.7917026793	0.4779081707
356	0.7919907808	0.4777297978
357	0.7917026793	0.4774213826
358	0.7917026793	0.4772138626
359	0.7917026793	0.476966645
360	0.7919907808	0.476696945
361	0.7917026793	0.4764565595
362	0.7919907808	0.4762966046
363	0.7919907808	0.4760744467
364	0.7919907808	0.475851515
365	0.7922788822	0.4755727924
366	0.7934312878	0.4752639467
367	0.7940074906	0.4750219768
368	0.7940074906	0.4748328416
369	0.794295592	0.474595853
370	0.794295592	0.4742820918
371	0.7945836935	0.4740384972
372	0.7954479977	0.4737212682
373	0.7954479977	0.473396105
374	0.7960242005	0.4729636702
375	0.7957360991	0.4727199895
376	0.7960242005	0.4724621114
377	0.7960242005	0.4721620182
378	0.7960242005	0.4718492815
379	0.7963123019	0.4714798816
380	0.7963123019	0.4711537807
381	0.7966004033	0.4709027619
382	0.7971766062	0.4706307874
383	0.7971766062	0.4703836495
384	0.7971766062	0.4700715392
385	0.7974647076	0.4698344516
386	0.7974647076	0.4695617433
387	0.797752809	0.4692490475
388	0.7986171132	0.4689430162
389	0.7989052146	0.4684696177
390	0.799193316	0.4681775173
391	0.7994814175	0.467903866
392	0.7997695189	0.4676723308
393	0.8003457217	0.467331686
394	0.8009219245	0.4669327484
395	0.8009219245	0.4666891226
396	0.8012100259	0.466414023
397	0.8014981273	0.4661865102
398	0.8014981273	0.4659572933
399	0.8014981273	0.4655677543
400	0.8014981273	0.4652769916
401	0.8020743302	0.4650122329
402	0.8020743302	0.4648413285
403	0.8023624316	0.4646291527
404	0.8020743302	0.4643578096
405	0.8020743302	0.4641045754
406	0.8020743302	0.4638429063
407	0.8020743302	0.4636367842
408	0.8023624316	0.4632793819
409	0.8023624316	0.4629520547
410	0.8023624316	0.462597202
411	0.8023624316	0.462215053
412	0.802650533	0.4618823791
413	0.8032267358	0.4615907095
414	0.8032267358	0.4611783554
415	0.8038029386	0.46084432
416	0.8038029386	0.4605530946
417	0.8038029386	0.4602517249
418	0.8038029386	0.4600514708
419	0.8043791415	0.4598400367
420	0.8043791415	0.4595986654
421	0.8052434457	0.4593586164
422	0.8058196485	0.4590869481
423	0.8058196485	0.4587546464
424	0.8055315471	0.4585034476
425	0.8055315471	0.4582447837
426	0.8058196485	0.4580151025
427	0.8061077499	0.4576959502
428	0.8061077499	0.457342254
429	0.8061077499	0.4570813817
430	0.8061077499	0.4568504531
431	0.8061077499	0.4565978156
432	0.8058196485	0.4563335528
433	0.8063958513	0.4560601109
434	0.8063958513	0.4557466701
435	0.8063958513	0.4554492569
436	0.8069720542	0.45517536
437	0.8072601556	0.454817962
438	0.8078363584	0.4544905393
439	0.8078363584	0.4542647858
440	0.8081244598	0.4539768519
441	0.8087006626	0.4537195298
442	0.8087006626	0.45348612
443	0.808988764	0.4531366376
444	0.808988764	0.4528628815
445	0.8098530683	0.4525182111
446	0.8101411697	0.4522085808
447	0.8104292711	0.4520514194
448	0.8107173725	0.4517372638
449	0.8107173725	0.4514958228
450	0.8112935753	0.4511992242
451	0.8118697782	0.4509432491
452	0.8115816768	0.4506263554
453	0.8121578796	0.450313269
454	0.812445981	0.4500318402
455	0.8121578796	0.4497094201
456	0.8118697782	0.4493708132
457	0.8115816768	0.4490737497
458	0.8115816768	0.4488886532
459	0.8118697782	0.4486078573
460	0.812445981	0.4483620626
461	0.812445981	0.4481540393
462	0.8127340824	0.4478436581
463	0.8127340824	0.4475791769
464	0.8133102852	0.4472928182
465	0.813886488	0.4470910462
466	0.8135983866	0.4468471476
467	0.8141745895	0.4466593545
468	0.8147507923	0.4463938898
469	0.8153269951	0.4460573731
470	0.8150388937	0.445864953
471	0.8150388937	0.4455090502
472	0.8156150965	0.4452913148
473	0.8156150965	0.4450462184
474	0.8156150965	0.4447248008
475	0.8159031979	0.4445237019
476	0.8159031979	0.4443344355
477	0.8161912993	0.4441142153
478	0.8161912993	0.4437223266
479	0.8170556036	0.4433891123
480	0.8167675022	0.4431699797
481	0.8167675022	0.4428744002
482	0.8167675022	0.442475092
483	0.817343705	0.4422616025
484	0.8184961106	0.4419684763
485	0.8184961106	0.4416919132
486	0.8182080092	0.4413585701
487	0.8179199078	0.4411168956
488	0.8182080092	0.4408056394
489	0.8190723135	0.4405818779
490	0.8196485163	0.4403390415
491	0.8199366177	0.4401077812
492	0.8205128205	0.4399450258
493	0.8205128205	0.439753173
494	0.8205128205	0.4394109601
495	0.8205128205	0.4390249531
496	0.8205128205	0.4387075346
497	0.8208009219	0.4383225996
498	0.8213771247	0.438114311
499	0.8213771247	0.437935868
500	0.8219533276	0.4377750632
501	0.8213771247	0.4374935477
502	0.8208009219	0.4372903162
503	0.8208009219	0.4370165682
504	0.8213771247	0.4367317415
505	0.8213771247	0.4364104169
506	0.8213771247	0.4361136052
507	0.8210890233	0.4357882689
508	0.8213771247	0.4355490029
509	0.8213771247	0.4352894273
510	0.8210890233	0.4351246348
511	0.8210890233	0.434885271
512	0.8213771247	0.4347316729
513	0.8216652262	0.4345566972
514	0.8219533276	0.4343930586
515	0.8225295304	0.4341638223
516	0.8225295304	0.4338836533
517	0.8231057332	0.4335923899
518	0.8231057332	0.4332325392
519	0.8233938346	0.4329743806
520	0.8239700375	0.4328037015
521	0.8242581389	0.4325674603
522	0.8245462403	0.4322220075
523	0.8245462403	0.4320202756
524	0.8245462403	0.4317408897
525	0.8242581389	0.4313564991
526	0.8242581389	0.4311478241
527	0.8242581389	0.4309144575
528	0.8248343417	0.4306865444
529	0.8248343417	0.4303967234
530	0.8251224431	0.4300368286
531	0.8256986459	0.4297702285
532	0.8256986459	0.4294267276
533	0.8256986459	0.4292206
534	0.8259867473	0.4290571014
535	0.8259867473	0.4288463974
536	0.8262748487	0.42849853
537	0.8259867473	0.4283561349
538	0.8268510516	0.42815072
539	0.8268510516	0.42791338
540	0.8265629502	0.4277728922
541	0.8265629502	0.4276507767
542	0.8265629502	0.4274402568
543	0.8265629502	0.4272545041
544	0.8265629502	0.4271030574
545	0.8265629502	0.4269526295
546	0.8265629502	0.4268439177
547	0.8265629502	0.4267129523
548	0.8265629502	0.426443406
549	0.8268510516	0.4262065338
550	0.8268510516	0.4258799925
551	0.827139153	0.4256352036
552	0.8268510516	0.4254194402
553	0.827139153	0.4250799704
554	0.827139153	0.4247998003
555	0.8277153558	0.4245684106
556	0.8280034572	0.4244467741
557	0.8280034572	0.4243112927
558	0.8282915586	0.4240348469
559	0.8282915586	0.4237442937
560	0.8282915586	0.4234904291
561	0.8280034572	0.4231739643
562	0.8280034572	0.4229608902
563	0.8282915586	0.4227445091
564	0.8280034572	0.42242171
565	0.8280034572	0.4222087696
566	0.82857966	0.4218130951
567	0.82857966	0.4216017164
568	0.8291558629	0.4213919053
569	0.8288677615	0.4211119986
570	0.8288677615	0.4208058716
571	0.8288677615	0.4204802187
572	0.8288677615	0.420201727
573	0.8288677615	0.4199102704
574	0.8288677615	0.4197474381
575	0.8288677615	0.4193846066
576	0.8294439643	0.4191259069
577	0.8294439643	0.4189743213
578	0.8294439643	0.4187902187
579	0.8297320657	0.4186830968
580	0.8297320657	0.4184039636
581	0.8297320657	0.4181725614
582	0.8297320657	0.4178283532
583	0.8297320657	0.4176507586
584	0.8300201671	0.4174779291
585	0.8300201671	0.4173222346
586	0.8300201671	0.4170446217
587	0.8300201671	0.4168128277
588	0.8300201671	0.416643285
589	0.8305963699	0.4163719623
590	0.8305963699	0.4160429081
591	0.8314606742	0.4158431248
592	0.8314606742	0.4155960095
593	0.8317487756	0.4154702458
594	0.832036877	0.4153339475
595	0.8323249784	0.415103218
596	0.8326130798	0.4148083261
597	0.8326130798	0.4145613213
598	0.8326130798	0.4142809197
599	0.8326130798	0.4140891295
600	0.8326130798	0.4138281943
601	0.8326130798	0.4134771955
602	0.8326130798	0.4132499024
603	0.8329011812	0.4129545599
604	0.8331892826	0.4127239927
605	0.8331892826	0.4125580025
606	0.8331892826	0.4123128951
607	0.8331892826	0.4122311354
608	0.833477384	0.4119980637
609	0.8343416883	0.4116903291
610	0.8346297897	0.4114309029
611	0.8343416883	0.4111767075
612	0.8343416883	0.4109693262
613	0.8343416883	0.4108461871
614	0.8349178911	0.410587331
615	0.8352059925	0.4103735263
616	0.8352059925	0.4101246421
617	0.8352059925	0.4099248237
618	0.8352059925	0.4097314726
619	0.8352059925	0.4096191476
620	0.8352059925	0.4095283706
621	0.8357821953	0.4093754483
622	0.8357821953	0.4091656792
623	0.8357821953	0.4088217824
624	0.8357821953	0.4085866798
625	0.8363583982	0.4084324072
626	0.836934601	0.4083115577
627	0.8380870066	0.4081049101
628	0.8380870066	0.4077795116
629	0.8386632094	0.4075976935
630	0.8389513109	0.4074972487
631	0.8392394123	0.4072640032
632	0.8395275137	0.4070077016
633	0.8398156151	0.4068728552
634	0.8398156151	0.4067489243
635	0.8403918179	0.4065466809
636	0.8398156151	0.4063710615
637	0.8398156151	0.406180744
638	0.8398156151	0.4059957316
639	0.8398156151	0.4057366084
640	0.8398156151	0.4055539949
641	0.8398156151	0.4053831555
642	0.8398156151	0.4053122651
643	0.8401037165	0.4052225996
644	0.8403918179	0.4050536683
645	0.8403918179	0.404874092
646	0.8403918179	0.4045193655
647	0.8403918179	0.4044077583
648	0.8403918179	0.4042818465
649	0.8401037165	0.4040444606
650	0.8403918179	0.4038363985
651	0.8403918179	0.4035627903
652	0.8403918179	0.4034611442
653	0.8403918179	0.4032963798
654	0.8409680207	0.403103777
655	0.8406799193	0.4029649861
656	0.8406799193	0.4027112232
657	0.8412561222	0.4025647468
658	0.8415442236	0.4023672197
659	0.8415442236	0.4021563515
660	0.8412561222	0.4019300811
661	0.8415442236	0.4018199224
662	0.841832325	0.4016165335
663	0.8426966292	0.4014457324
664	0.843272832	0.4013395293
665	0.8429847306	0.4011240559
666	0.8438490349	0.4009085907
667	0.8438490349	0.4006582897
668	0.8438490349	0.4004650086
669	0.8438490349	0.4002501262
670	0.8441371363	0.4000106887
671	0.8444252377	0.399876085
672	0.8444252377	0.3996776722
673	0.8444252377	0.3994601008
674	0.8444252377	0.3992802768
675	0.8444252377	0.3989933005
676	0.8447133391	0.3986639165
677	0.8450014405	0.3985494662
678	0.8452895419	0.3984240291
679	0.8452895419	0.3983025169
680	0.8452895419	0.3980389244
681	0.8458657447	0.3978281081
682	0.8458657447	0.3976545139
683	0.8458657447	0.3974764509
684	0.8464419476	0.3972717421
685	0.846730049	0.3970095459
686	0.846730049	0.3967582993
687	0.846730049	0.3965820416
688	0.846730049	0.3964123116
689	0.8470181504	0.3961475595
690	0.8470181504	0.3960463865
691	0.8470181504	0.3958558434
692	0.8470181504	0.3957123446
693	0.8470181504	0.3955748117
694	0.8470181504	0.3954670702
695	0.8464419476	0.3951739789
696	0.8470181504	0.3949930197
697	0.846730049	0.3948915636
698	0.846730049	0.3947893049
699	0.846730049	0.394698219
700	0.846730049	0.3945146521
701	0.8475943532	0.3943400443
702	0.8475943532	0.3940775024
703	0.8475943532	0.3937900638
704	0.8475943532	0.3935925198
705	0.8475943532	0.3934976936
706	0.8475943532	0.3932429785
707	0.8478824546	0.3931334016
708	0.8478824546	0.3928763461
709	0.8478824546	0.3928009888
710	0.8478824546	0.3926238268
711	0.8478824546	0.3924268882
712	0.8490348603	0.3921609311
713	0.8490348603	0.3919863289
714	0.8493229617	0.3916822625
715	0.8490348603	0.3914106715
716	0.8493229617	0.3913459796
717	0.8493229617	0.3911864565
718	0.8493229617	0.3911261908
719	0.8490348603	0.3908942538
720	0.8496110631	0.3907143661
721	0.8496110631	0.3906316341
722	0.8496110631	0.3904447675
723	0.8496110631	0.3902038372
724	0.8498991645	0.3901187509
725	0.8501872659	0.389934329
726	0.8501872659	0.3897402005
727	0.8501872659	0.3896631615
728	0.8501872659	0.3894732307
729	0.8498991645	0.3892198436
730	0.8501872659	0.3890828293
731	0.8504753673	0.3889722472
732	0.8504753673	0.3887370458
733	0.8504753673	0.3885396165
734	0.8504753673	0.3883856446
735	0.8507634687	0.3882804367
736	0.8507634687	0.3880305513
737	0.8507634687	0.3879336019
738	0.8507634687	0.3877982108
739	0.8507634687	0.3876832981
740	0.8504753673	0.3875997766
741	0.8504753673	0.3874395583
742	0.8507634687	0.3872037171
743	0.8507634687	0.3870341878
744	0.8510515702	0.3868605065
745	0.851627773	0.3867015736
746	0.8522039758	0.3866207537
747	0.8522039758	0.3863835877
748	0.8522039758	0.3862343729
749	0.8524920772	0.3860699425
750	0.8524920772	0.3858170827
751	0.8533563814	0.3855541232
752	0.8539325843	0.3853950353
753	0.8542206857	0.3852196298
754	0.8542206857	0.3849286047
755	0.8542206857	0.384738542
756	0.8542206857	0.3846366898
757	0.8542206857	0.3844287737
758	0.8542206857	0.3842241692
759	0.8545087871	0.3841227838
760	0.8550849899	0.3840276114
761	0.8550849899	0.3838253377
762	0.8556611927	0.383665346
763	0.8556611927	0.3835379957
764	0.8556611927	0.3833844213
765	0.8559492942	0.3831321761
766	0.8559492942	0.3829813298
767	0.8559492942	0.382798375
768	0.8562373956	0.382576467
769	0.8562373956	0.3824980009
770	0.856525497	0.3822923813
771	0.856525497	0.3821413978
772	0.856525497	0.381920315
773	0.8568135984	0.381697835
774	0.8568135984	0.3815359251
775	0.8568135984	0.3812453474
776	0.8568135984	0.3811411559
777	0.8571016998	0.380930918
778	0.8576779026	0.3807331217
779	0.8573898012	0.3806641052
780	0.8573898012	0.3805020933
781	0.8573898012	0.3803109209
782	0.8573898012	0.3801330603
783	0.8573898012	0.3799072029
784	0.8576779026	0.3797549672
785	0.8576779026	0.3796643051
786	0.8576779026	0.3794296063
787	0.8576779026	0.3792518085
788	0.857966004	0.3790572561
789	0.8585422069	0.3789566505
790	0.8588303083	0.3788041707
791	0.8585422069	0.3786882511
792	0.8588303083	0.3784644812
793	0.8591184097	0.3783470447
794	0.8588303083	0.3782125938
795	0.8588303083	0.3781013522
796	0.8594065111	0.3780297527
797	0.8596946125	0.3779195848
798	0.8596946125	0.3777154927
799	0.8596946125	0.3774696203
800	0.8605589167	0.3772919503
801	0.8605589167	0.3770877679
802	0.8611351196	0.3769281629
803	0.8611351196	0.3768149998
804	0.8611351196	0.3766567506
805	0.8611351196	0.3765087833
806	0.861423221	0.3763620312
807	0.8617113224	0.3762382197
808	0.8617113224	0.3759895342
809	0.8619994238	0.3758276382
810	0.8619994238	0.3757341161
811	0.8619994238	0.3756501205
812	0.8619994238	0.3754824271
813	0.8619994238	0.3753333227
814	0.8617113224	0.3752129878
815	0.8619994238	0.3750749067
816	0.8617113224	0.374913116
817	0.8619994238	0.3748244121
818	0.8617113224	0.3747166054
819	0.8617113224	0.3745391377
820	0.8619994238	0.374365354
821	0.8619994238	0.3741831492
822	0.8617113224	0.3739607979
823	0.8617113224	0.3738048008
824	0.8617113224	0.3736709347
825	0.8619994238	0.3735413964
826	0.8619994238	0.3734497481
827	0.8619994238	0.3732964646
828	0.862863728	0.3731025582
829	0.8640161337	0.3728674062
830	0.8640161337	0.3726369784
831	0.8637280323	0.3724849921
832	0.8640161337	0.3722769078
833	0.8643042351	0.3721637333
834	0.8648804379	0.3720219889
835	0.8651685393	0.3719552783
836	0.8651685393	0.3717469125
837	0.8654566407	0.3716173014
838	0.8657447421	0.3714005502
839	0.8657447421	0.371206537
840	0.8657447421	0.3710529804
841	0.8657447421	0.3709387706
842	0.8657447421	0.3708065546
843	0.8660328436	0.3707269993
844	0.866320945	0.3706340783
845	0.8666090464	0.3703579267
846	0.8666090464	0.3701950677
847	0.8666090464	0.370093434
848	0.8666090464	0.3699210142
849	0.8666090464	0.3697285754
850	0.8666090464	0.3695388038
851	0.8666090464	0.369346075
852	0.8666090464	0.3692106238
853	0.8668971478	0.3690280589
854	0.8674733506	0.3687678999
855	0.8674733506	0.3686028252
856	0.8674733506	0.3684698013
857	0.8671852492	0.3683138359
858	0.8671852492	0.3682449062
859	0.8671852492	0.3681619237
860	0.8674733506	0.3680198066
861	0.8674733506	0.3678422532
862	0.8674733506	0.3677360129
863	0.8674733506	0.3676281567
864	0.867761452	0.3674101931
865	0.8674733506	0.3672953278
866	0.8674733506	0.3671396685
867	0.8674733506	0.3669753942
868	0.8674733506	0.3667995912
869	0.8674733506	0.3665868258
870	0.8680495534	0.3664991323
871	0.8680495534	0.3663533821
872	0.8680495534	0.3662649342
873	0.8680495534	0.3660965158
874	0.8680495534	0.3659365228
875	0.8680495534	0.3656734619
876	0.867761452	0.3654984833
877	0.8680495534	0.3653712204
878	0.8683376549	0.3651980029
879	0.8683376549	0.3650159186
880	0.8683376549	0.3648955669
881	0.8683376549	0.3647246637
