iter	Accuracy	Logloss
882	0.8683376549	0.3645641795
883	0.8683376549	0.3643628452
884	0.8683376549	0.36422443
885	0.8686257563	0.3640022168
886	0.8686257563	0.3638578254
887	0.8689138577	0.3637713307
888	0.8689138577	0.3636000324
889	0.8689138577	0.3634644718
890	0.8692019591	0.3633174718
891	0.8692019591	0.3632197226
892	0.8692019591	0.3631459014
893	0.8692019591	0.3629578066
894	0.8694900605	0.3627720219
895	0.8694900605	0.3627077667
896	0.8697781619	0.362493556
897	0.8700662633	0.362297727
898	0.8700662633	0.3622163673
899	0.8703543647	0.3620069501
900	0.8706424661	0.361917711
901	0.8706424661	0.3618358433
902	0.8706424661	0.3616693737
903	0.8709305676	0.3615459884
904	0.8706424661	0.3614308434
905	0.8706424661	0.3613754746
906	0.8706424661	0.3612633298
907	0.8706424661	0.3612007689
908	0.8706424661	0.3610093405
909	0.8703543647	0.3608201841
910	0.8703543647	0.3606934615
911	0.8706424661	0.3606124668
912	0.8709305676	0.3605020391
913	0.8709305676	0.3604147122
914	0.8709305676	0.3603367352
915	0.8709305676	0.3602002935
916	0.8709305676	0.3600465702
917	0.8709305676	0.3599263013
918	0.8709305676	0.3598646576
919	0.871218669	0.3596551692
920	0.8720829732	0.3594438309
921	0.8720829732	0.3592945918
922	0.8720829732	0.3591387825
923	0.8720829732	0.3589736911
924	0.8720829732	0.3588537159
925	0.8720829732	0.3587596267
926	0.8720829732	0.3586100014
927	0.8723710746	0.3584555908
928	0.8723710746	0.3583666322
929	0.872659176	0.3582916445
930	0.872659176	0.3582177089
931	0.872659176	0.3580756503
932	0.872659176	0.358002113
933	0.8723710746	0.357841753
934	0.872659176	0.3577074588
935	0.872659176	0.3575396698
936	0.8732353789	0.357467449
937	0.8732353789	0.3574083903
938	0.8732353789	0.3572801273
939	0.8732353789	0.3571456062
940	0.8735234803	0.3569732
941	0.8735234803	0.3568856223
942	0.8738115817	0.356735217
943	0.8738115817	0.3565809086
944	0.8738115817	0.3564684819
945	0.8740996831	0.3562675574
946	0.8740996831	0.3561328953
947	0.8740996831	0.3560535871
948	0.8743877845	0.3559271683
949	0.8743877845	0.3558600185
950	0.8743877845	0.3557212851
951	0.8746758859	0.355598228
952	0.8746758859	0.3555285803
953	0.8746758859	0.3554391171
954	0.8749639873	0.3552734362
955	0.8749639873	0.3552074575
956	0.8749639873	0.3550603933
957	0.8749639873	0.3548703077
958	0.8746758859	0.3548144484
959	0.8746758859	0.3547267941
960	0.8746758859	0.3545638596
961	0.8749639873	0.3544563996
962	0.8749639873	0.3543019485
963	0.8749639873	0.3541234065
964	0.8749639873	0.353964386
965	0.8749639873	0.3537317384
966	0.8752520887	0.3536780604
967	0.8755401901	0.3535361131
968	0.8755401901	0.3533198932
969	0.8758282916	0.3531862903
970	0.8758282916	0.3529784521
971	0.8758282916	0.3528359245
972	0.8758282916	0.3526730442
973	0.8758282916	0.3526150605
974	0.8758282916	0.3525664699
975	0.8758282916	0.3524814655
976	0.8758282916	0.3522805654
977	0.8758282916	0.3522072097
978	0.876116393	0.3521017648
979	0.876116393	0.3520243836
980	0.876116393	0.351954604
981	0.8766925958	0.3517699849
982	0.8764044944	0.3516111374
983	0.8764044944	0.3514821547
984	0.8764044944	0.3513702626
985	0.876116393	0.3512176474
986	0.8758282916	0.3510444215
987	0.876116393	0.3508599436
988	0.876116393	0.3507054523
989	0.876116393	0.3505053408
990	0.8764044944	0.3503535718
991	0.8764044944	0.3502492166
992	0.8764044944	0.3500951178
993	0.8764044944	0.3499242356
994	0.8766925958	0.3497909748
995	0.8766925958	0.3497253665
996	0.8766925958	0.3496560712
997	0.8769806972	0.3495930626
998	0.8769806972	0.3494715938
999	0.8769806972	0.3493903396
1000	0.8769806972	0.3492354796
1001	0.8766925958	0.3490752065
1002	0.8766925958	0.3490143223
1003	0.8769806972	0.3489455045
1004	0.8769806972	0.3487932362
1005	0.8769806972	0.3486256913
1006	0.8772687986	0.3485553033
1007	0.8772687986	0.3485451099
1008	0.8772687986	0.3484875629
1009	0.8778450014	0.348362812
1010	0.8781331029	0.3481693321
1011	0.8781331029	0.3479893765
1012	0.8781331029	0.3478625552
1013	0.8781331029	0.3477155958
1014	0.8781331029	0.3475282053
1015	0.8784212043	0.3474443106
1016	0.8784212043	0.3472803944
1017	0.8784212043	0.3471651483
1018	0.8784212043	0.3469820594
1019	0.8784212043	0.3468525544
1020	0.8784212043	0.3466785152
1021	0.8784212043	0.3466265572
1022	0.8784212043	0.3465154869
1023	0.8784212043	0.3463284841
1024	0.8784212043	0.3461839054
1025	0.8784212043	0.3460840393
1026	0.8781331029	0.3459240563
1027	0.8781331029	0.3458036786
1028	0.8781331029	0.3457439826
1029	0.8781331029	0.3456158478
1030	0.8781331029	0.3455615478
1031	0.8784212043	0.3454097301
1032	0.8784212043	0.3453391662
1033	0.8784212043	0.3451904465
1034	0.8784212043	0.3450487882
1035	0.8784212043	0.3448325478
1036	0.8784212043	0.3446922951
1037	0.8784212043	0.3445366982
1038	0.8787093057	0.3443874176
1039	0.8787093057	0.3442404207
1040	0.8787093057	0.3441628921
1041	0.8789974071	0.3440769722
1042	0.8789974071	0.3438894201
1043	0.8789974071	0.3438271229
1044	0.8789974071	0.3438142571
1045	0.8789974071	0.343729772
1046	0.8792855085	0.3435699889
1047	0.8792855085	0.3434520274
1048	0.8792855085	0.3433866691
1049	0.8795736099	0.3431811203
1050	0.8792855085	0.343018975
1051	0.8792855085	0.3429958726
1052	0.8795736099	0.342837952
1053	0.8795736099	0.3426801288
1054	0.8795736099	0.3425618633
1055	0.8798617113	0.3424038196
1056	0.8798617113	0.3422471685
1057	0.8798617113	0.3421839406
1058	0.8798617113	0.3420461708
1059	0.8798617113	0.3418771005
1060	0.8798617113	0.3417355051
1061	0.8798617113	0.3415959514
1062	0.8798617113	0.3414538967
1063	0.8798617113	0.3413914901
1064	0.8798617113	0.34128942
1065	0.8801498127	0.3411587316
1066	0.8801498127	0.3410328464
1067	0.8804379141	0.3409219149
1068	0.8801498127	0.3407061441
1069	0.8801498127	0.3405274519
1070	0.8801498127	0.3403697414
1071	0.8801498127	0.3403578506
1072	0.8804379141	0.3403059821
1073	0.8807260156	0.340192347
1074	0.8807260156	0.3400301613
1075	0.8807260156	0.3398652819
1076	0.881014117	0.3396999556
1077	0.881014117	0.3396382679
1078	0.881014117	0.3394639572
1079	0.881014117	0.3393017387
1080	0.881014117	0.3392297313
1081	0.881014117	0.3391602456
1082	0.881014117	0.3391057889
1083	0.881014117	0.3390767457
1084	0.8813022184	0.3388884968
1085	0.8813022184	0.3388394021
1086	0.8813022184	0.3387757201
1087	0.8813022184	0.3386531052
1088	0.8813022184	0.3385877248
1089	0.8813022184	0.338444989
1090	0.8813022184	0.3382895615
1091	0.8813022184	0.3381356761
1092	0.8813022184	0.3380737818
1093	0.8813022184	0.3379653733
1094	0.8813022184	0.3378394232
1095	0.8813022184	0.3376859894
1096	0.8813022184	0.3374692829
1097	0.8813022184	0.3373179172
1098	0.8813022184	0.3371438343
1099	0.8813022184	0.3370927714
1100	0.8815903198	0.3370132586
1101	0.8815903198	0.3368539573
1102	0.8815903198	0.3366915648
1103	0.8815903198	0.3365508501
1104	0.8815903198	0.3364023599
1105	0.8815903198	0.3362847056
1106	0.8818784212	0.3361285669
1107	0.8821665226	0.3359311313
1108	0.8821665226	0.3357727788
1109	0.8821665226	0.3357447267
1110	0.8821665226	0.3356718358
1111	0.882454624	0.3354948835
1112	0.882454624	0.3354647232
1113	0.882454624	0.3354149184
1114	0.8830308269	0.3352755541
1115	0.8830308269	0.3352589787
1116	0.8830308269	0.3351948337
1117	0.8827427254	0.3350954378
1118	0.8827427254	0.3350315037
1119	0.8827427254	0.3350108043
1120	0.8827427254	0.3349004478
1121	0.8827427254	0.3348374991
1122	0.8827427254	0.334684377
1123	0.8830308269	0.3345405114
1124	0.8827427254	0.3343867965
1125	0.8827427254	0.3342626339
1126	0.8827427254	0.3341723061
1127	0.8830308269	0.3339460761
1128	0.8830308269	0.3338701455
1129	0.8830308269	0.333737256
1130	0.8830308269	0.3336980349
1131	0.8833189283	0.3335706184
1132	0.8833189283	0.3334399529
1133	0.8836070297	0.3333689454
1134	0.8836070297	0.3333539365
1135	0.8836070297	0.3333148082
1136	0.8836070297	0.3332706591
1137	0.8836070297	0.3331389861
1138	0.8836070297	0.3330529073
1139	0.8836070297	0.3330232193
1140	0.8844713339	0.3329163968
1141	0.8844713339	0.3327376144
1142	0.8847594353	0.3326051875
1143	0.8850475367	0.3325075317
1144	0.8850475367	0.3323706633
1145	0.8850475367	0.3322465957
1146	0.8850475367	0.3322297226
1147	0.8853356381	0.3320930029
1148	0.8853356381	0.3319937482
1149	0.8853356381	0.3319805046
1150	0.8853356381	0.3318047806
1151	0.8853356381	0.3317822804
1152	0.8853356381	0.3316621317
1153	0.8853356381	0.3315382436
1154	0.8853356381	0.3314912815
1155	0.8853356381	0.3313765085
1156	0.8853356381	0.3312414574
1157	0.8853356381	0.3310962284
1158	0.8853356381	0.3310621557
1159	0.8856237396	0.3309414556
1160	0.8856237396	0.3307897372
1161	0.8853356381	0.3306302384
1162	0.8853356381	0.3305647178
1163	0.8853356381	0.3305376937
1164	0.8853356381	0.3304068604
1165	0.8856237396	0.3303843001
1166	0.8856237396	0.3302764943
1167	0.8853356381	0.3301501436
1168	0.8856237396	0.3300994133
1169	0.8856237396	0.3300598793
1170	0.8856237396	0.3300478589
1171	0.8856237396	0.330020153
1172	0.8856237396	0.329839787
1173	0.8856237396	0.3297997394
1174	0.8856237396	0.3296653729
1175	0.8856237396	0.3296155491
1176	0.8856237396	0.3295016166
1177	0.8856237396	0.3294659594
1178	0.885911841	0.3293776744
1179	0.8856237396	0.3291905993
1180	0.8856237396	0.3291418945
1181	0.8856237396	0.3291158767
1182	0.8856237396	0.3290150793
1183	0.8856237396	0.3289533565
1184	0.8856237396	0.3288644701
1185	0.8856237396	0.3288503425
1186	0.8856237396	0.3288147231
1187	0.8856237396	0.3287930576
1188	0.8864880438	0.3286052343
1189	0.8867761452	0.3284914662
1190	0.8867761452	0.3283796524
1191	0.8870642466	0.3282020627
1192	0.8870642466	0.3280840005
1193	0.8870642466	0.3280620925
1194	0.887352348	0.3279104075
1195	0.8876404494	0.3277712794
1196	0.8879285508	0.3276060242
1197	0.8879285508	0.3275873858
1198	0.8879285508	0.3275648461
1199	0.8879285508	0.3275533135
1200	0.8879285508	0.3274211044
1201	0.8885047537	0.3272886195
1202	0.8885047537	0.3271683992
1203	0.8885047537	0.3271492351
1204	0.8885047537	0.326998235
1205	0.8887928551	0.326927386
1206	0.8885047537	0.3268291865
1207	0.8885047537	0.3268135297
1208	0.8885047537	0.3266537268
1209	0.8887928551	0.3265771424
1210	0.8887928551	0.3265416858
1211	0.8887928551	0.3265066104
1212	0.8887928551	0.3264860845
1213	0.8890809565	0.3263592394
1214	0.8890809565	0.3263194094
1215	0.8890809565	0.3261660151
1216	0.8890809565	0.326033422
1217	0.8890809565	0.3258951193
1218	0.8890809565	0.3257581774
1219	0.8890809565	0.3257187604
1220	0.8893690579	0.325576527
1221	0.8893690579	0.325507107
1222	0.8893690579	0.3254950766
1223	0.8893690579	0.3253765374
1224	0.8893690579	0.3253431568
1225	0.8893690579	0.3253351059
1226	0.8896571593	0.3252759259
1227	0.8896571593	0.3250656341
1228	0.8899452607	0.3248688515
1229	0.8899452607	0.3248548421
1230	0.8899452607	0.3248039311
1231	0.8899452607	0.3247353498
1232	0.8899452607	0.3245762201
1233	0.8899452607	0.3244482186
1234	0.8899452607	0.3244265064
1235	0.8899452607	0.3244015343
1236	0.8896571593	0.3242921934
1237	0.8896571593	0.324274755
1238	0.8893690579	0.3241631025
1239	0.8893690579	0.3241180906
1240	0.8893690579	0.3240755617
1241	0.8893690579	0.3240308941
1242	0.8893690579	0.3238681332
1243	0.8893690579	0.3237237987
1244	0.8893690579	0.3236186752
1245	0.8893690579	0.3234625531
1246	0.8893690579	0.323360079
1247	0.8893690579	0.3233231878
1248	0.8893690579	0.323298115
1249	0.8896571593	0.3231553099
1250	0.8896571593	0.3230527667
1251	0.8899452607	0.3229293916
1252	0.8899452607	0.322779971
1253	0.8899452607	0.3227136001
1254	0.8899452607	0.3226842835
1255	0.8899452607	0.3226635991
1256	0.8905214636	0.32255406
1257	0.8905214636	0.3224273971
1258	0.8905214636	0.3223529034
1259	0.8905214636	0.3222037246
1260	0.8905214636	0.3220847112
1261	0.8905214636	0.321975305
1262	0.8905214636	0.3218622851
1263	0.8905214636	0.321717071
1264	0.890809565	0.3215478633
1265	0.890809565	0.3215049437
1266	0.890809565	0.3214367922
1267	0.890809565	0.321283779
1268	0.8910976664	0.3212630615
1269	0.8916738692	0.3211208656
1270	0.8919619706	0.3209572871
1271	0.8919619706	0.32092652
1272	0.8916738692	0.3208051839
1273	0.8916738692	0.3207146305
1274	0.8916738692	0.3205825503
1275	0.8916738692	0.3203893424
1276	0.8919619706	0.3202799502
1277	0.8919619706	0.320127316
1278	0.8919619706	0.3201161565
1279	0.8919619706	0.3200138386
1280	0.8919619706	0.3199966317
1281	0.8916738692	0.3199613758
1282	0.8916738692	0.3198978808
1283	0.8916738692	0.3198430532
1284	0.8916738692	0.3197172321
1285	0.8916738692	0.3196438033
1286	0.8916738692	0.3195970599
1287	0.8919619706	0.3195421922
1288	0.8919619706	0.3194983861
1289	0.892250072	0.3193709542
1290	0.892250072	0.3192166932
1291	0.892250072	0.3191511905
1292	0.892250072	0.3191392121
1293	0.8931143763	0.3190197426
1294	0.8931143763	0.3188906466
1295	0.8928262748	0.318789354
1296	0.8928262748	0.3186587627
1297	0.8928262748	0.318525952
1298	0.8928262748	0.3184975086
1299	0.8928262748	0.3183730597
1300	0.8928262748	0.3182921693
1301	0.8928262748	0.3181548537
1302	0.8928262748	0.3181237949
1303	0.8928262748	0.3179957677
1304	0.8928262748	0.3178747041
1305	0.8928262748	0.3178545903
1306	0.8928262748	0.3178377897
1307	0.8928262748	0.3177266543
1308	0.8928262748	0.3176285611
1309	0.8928262748	0.3176097036
1310	0.8931143763	0.3174743235
1311	0.8931143763	0.3174384102
1312	0.8931143763	0.3172680413
1313	0.8931143763	0.3171269983
1314	0.8931143763	0.3170580759
1315	0.8931143763	0.3169383501
1316	0.8931143763	0.3168423724
1317	0.8934024777	0.3167184886
1318	0.8934024777	0.3166814013
1319	0.8934024777	0.3166191954
1320	0.8934024777	0.3166053212
1321	0.8936905791	0.3165084594
1322	0.8936905791	0.3164994758
1323	0.8936905791	0.3164869382
1324	0.8936905791	0.3164560355
1325	0.8936905791	0.3163607751
1326	0.8936905791	0.3163202887
1327	0.8936905791	0.3162093088
1328	0.8936905791	0.3161923196
1329	0.8936905791	0.316171222
1330	0.8936905791	0.3160804085
1331	0.8936905791	0.3159828519
1332	0.8939786805	0.3157928098
1333	0.8942667819	0.3157479388
1334	0.8942667819	0.3156065918
1335	0.8942667819	0.3155464945
1336	0.8942667819	0.3154175679
1337	0.8942667819	0.3153182425
1338	0.8942667819	0.3152230502
1339	0.8939786805	0.3150811043
1340	0.8939786805	0.314963691
1341	0.8936905791	0.3148834487
1342	0.8936905791	0.314771385
1343	0.8936905791	0.3146770264
1344	0.8936905791	0.3146605839
1345	0.8936905791	0.314622259
1346	0.8936905791	0.3144618648
1347	0.8936905791	0.3143547622
1348	0.8936905791	0.3143298056
1349	0.8939786805	0.3142998138
1350	0.8939786805	0.3142452837
1351	0.8939786805	0.3141952126
1352	0.8939786805	0.3140966812
1353	0.8939786805	0.3139611862
1354	0.8939786805	0.3139298889
1355	0.8939786805	0.3138919064
1356	0.8939786805	0.3138560333
1357	0.8939786805	0.313770037
1358	0.8939786805	0.3137212609
1359	0.8939786805	0.3135941623
1360	0.8939786805	0.3135230482
1361	0.8936905791	0.3134038396
1362	0.8936905791	0.3133768934
1363	0.8936905791	0.3132260934
1364	0.8936905791	0.3131267674
1365	0.8936905791	0.3130615426
1366	0.8936905791	0.3129601606
1367	0.8936905791	0.3129183223
1368	0.8936905791	0.3129065724
1369	0.8936905791	0.312883708
1370	0.8936905791	0.3127326341
1371	0.8936905791	0.3126078631
1372	0.8936905791	0.3125832204
1373	0.8939786805	0.3124713134
1374	0.8942667819	0.312317308
1375	0.8951310861	0.3121575835
1376	0.8948429847	0.3120371327
1377	0.8951310861	0.3119224147
1378	0.8951310861	0.3118808959
1379	0.8951310861	0.3118627152
1380	0.8951310861	0.3118546165
1381	0.8954191876	0.3117258296
1382	0.8954191876	0.3115976606
1383	0.8954191876	0.3115559568
1384	0.8948429847	0.311453897
1385	0.8951310861	0.3112869289
1386	0.8959953904	0.3111848068
1387	0.8959953904	0.3111692326
1388	0.8959953904	0.3110486049
1389	0.8962834918	0.3109572237
1390	0.8962834918	0.310952323
1391	0.8962834918	0.3109166871
1392	0.8962834918	0.3107971992
1393	0.8962834918	0.3106862797
1394	0.8959953904	0.3105598926
1395	0.8959953904	0.3104403329
1396	0.8959953904	0.3103811154
1397	0.8959953904	0.3102526001
1398	0.8959953904	0.3101887588
1399	0.8959953904	0.3100772044
1400	0.8962834918	0.3099450217
1401	0.8962834918	0.309921963
1402	0.8959953904	0.3097738751
1403	0.8959953904	0.3096595637
1404	0.8959953904	0.3096373991
1405	0.8959953904	0.309525062
1406	0.8959953904	0.3094228294
1407	0.8959953904	0.3093481394
1408	0.8962834918	0.3092301334
1409	0.8962834918	0.3091278839
1410	0.8959953904	0.3089772488
1411	0.8959953904	0.30895285
1412	0.8965715932	0.3088267012
1413	0.8965715932	0.3087112113
1414	0.8968596946	0.3086491693
1415	0.8968596946	0.3085578736
1416	0.8968596946	0.3084703982
1417	0.8968596946	0.3083961444
1418	0.8968596946	0.3083772191
1419	0.897147796	0.3082470403
1420	0.897147796	0.3081932653
1421	0.897147796	0.3080941412
1422	0.897147796	0.3080335311
1423	0.897147796	0.3079177698
1424	0.897147796	0.3078774173
1425	0.897147796	0.307838808
1426	0.897147796	0.3077382471
1427	0.897147796	0.3075988074
1428	0.897147796	0.3075068546
1429	0.897147796	0.3073781019
1430	0.897147796	0.3073623232
1431	0.897147796	0.30727262
1432	0.897147796	0.3072544797
1433	0.8977239988	0.3071432498
1434	0.8977239988	0.3070483996
1435	0.8977239988	0.3070221259
1436	0.8977239988	0.3069820047
1437	0.8977239988	0.3069579682
1438	0.8977239988	0.3068762384
1439	0.8977239988	0.3067498342
1440	0.8980121003	0.3066712264
1441	0.8980121003	0.306648233
1442	0.8980121003	0.3065309565
1443	0.8980121003	0.3064686104
1444	0.8980121003	0.3063600729
1445	0.8980121003	0.3063486129
1446	0.8980121003	0.306328023
1447	0.8980121003	0.3061638293
1448	0.8980121003	0.3060505052
1449	0.8980121003	0.3060287956
1450	0.8980121003	0.3059653846
1451	0.8980121003	0.3058400432
1452	0.8980121003	0.3057066036
1453	0.8980121003	0.3056217141
1454	0.8980121003	0.3054791817
1455	0.8980121003	0.3054445749
1456	0.8980121003	0.3053106623
1457	0.8980121003	0.3052059982
1458	0.8980121003	0.3051435855
1459	0.8983002017	0.3051094409
1460	0.8983002017	0.3050241743
1461	0.8983002017	0.304911826
1462	0.8983002017	0.3047817875
1463	0.8983002017	0.3047532336
1464	0.8983002017	0.3045763104
1465	0.8983002017	0.3045522705
1466	0.8985883031	0.3043894319
1467	0.8985883031	0.3043625099
1468	0.8985883031	0.3043452682
1469	0.8985883031	0.3042351138
1470	0.8988764045	0.3041958863
1471	0.8988764045	0.3040710762
1472	0.8991645059	0.3039491956
1473	0.8991645059	0.3038944153
1474	0.8991645059	0.3038790222
1475	0.8994526073	0.3037923381
1476	0.8997407087	0.3036944836
1477	0.8997407087	0.3036098765
1478	0.8997407087	0.303573528
1479	0.8997407087	0.3035474799
1480	0.9000288101	0.3035144751
1481	0.9000288101	0.303423781
1482	0.9000288101	0.3033346918
1483	0.9000288101	0.3032888211
1484	0.9000288101	0.3031942233
1485	0.9000288101	0.3030367743
1486	0.9000288101	0.3028799059
1487	0.9000288101	0.3028330589
1488	0.9000288101	0.3027449521
1489	0.9000288101	0.3027257811
1490	0.9003169116	0.3026216666
1491	0.9003169116	0.3024970484
1492	0.9008931144	0.3023965809
1493	0.9008931144	0.302268473
1494	0.9008931144	0.3022166776
1495	0.9008931144	0.302074314
1496	0.9008931144	0.3020316316
1497	0.9008931144	0.3020098864
1498	0.9008931144	0.3019871098
1499	0.9008931144	0.3018760275
1500	0.9008931144	0.3018564967
1501	0.9011812158	0.301746093
1502	0.9011812158	0.3017048159
1503	0.9011812158	0.3016916305
1504	0.9011812158	0.3016517826
1505	0.9011812158	0.3015412269
1506	0.9011812158	0.3014367499
1507	0.9011812158	0.3013253977
1508	0.9008931144	0.3012103148
1509	0.9008931144	0.3011616399
1510	0.9008931144	0.3011034968
1511	0.9011812158	0.3009778865
1512	0.9011812158	0.3009104684
1513	0.9011812158	0.3008161453
1514	0.9008931144	0.3006329545
1515	0.9008931144	0.3005969367
1516	0.9008931144	0.3005813196
1517	0.9008931144	0.3005242275
1518	0.9008931144	0.3003842458
1519	0.9008931144	0.3002944244
1520	0.9008931144	0.3002682551
1521	0.900605013	0.3002069242
1522	0.9008931144	0.3000689216
1523	0.900605013	0.2999317591
1524	0.900605013	0.2999220247
1525	0.900605013	0.2998968529
1526	0.9008931144	0.2998503728
1527	0.9008931144	0.2998216408
1528	0.9008931144	0.2997781621
1529	0.9008931144	0.2997527417
1530	0.9011812158	0.2996716159
1531	0.9011812158	0.2996563695
1532	0.9014693172	0.2995313582
1533	0.9014693172	0.2994340029
1534	0.9014693172	0.2993239576
1535	0.9014693172	0.2992206865
1536	0.9017574186	0.2990966576
1537	0.9017574186	0.2990770063
1538	0.90204552	0.2989718102
1539	0.90204552	0.2989130588
1540	0.90204552	0.2988106968
1541	0.90204552	0.298723968
1542	0.90204552	0.2986802416
1543	0.90204552	0.2986543746
1544	0.90204552	0.2986350159
1545	0.90204552	0.2985176779
1546	0.90204552	0.2984922645
1547	0.9023336214	0.2983968986
1548	0.9023336214	0.2983606834
1549	0.9023336214	0.2983312286
1550	0.9023336214	0.2982636395
1551	0.9026217228	0.2981471298
1552	0.9023336214	0.29805081
1553	0.9023336214	0.2980097576
1554	0.9023336214	0.2979317094
1555	0.9026217228	0.2978189712
1556	0.9026217228	0.2977181306
1557	0.9026217228	0.2976441942
1558	0.9026217228	0.2975363826
1559	0.9026217228	0.2975253976
1560	0.9029098243	0.2974217765
1561	0.9029098243	0.2973962254
1562	0.9029098243	0.2972621555
1563	0.9029098243	0.297126913
1564	0.9029098243	0.2970766359
1565	0.9034860271	0.2969801081
1566	0.9034860271	0.2968083635
1567	0.9034860271	0.2967956398
1568	0.9034860271	0.2967128849
1569	0.9037741285	0.2966435099
1570	0.9037741285	0.2965692168
1571	0.9037741285	0.2964526062
1572	0.9037741285	0.2963527419
1573	0.9040622299	0.2962553449
1574	0.9043503313	0.2961671331
1575	0.9043503313	0.2960940201
1576	0.9040622299	0.2960029147
1577	0.9040622299	0.2958948358
1578	0.9040622299	0.2958540279
1579	0.9040622299	0.295751157
1580	0.9040622299	0.2956343079
1581	0.9040622299	0.2956236076
1582	0.9040622299	0.2955835295
1583	0.9040622299	0.2955494069
1584	0.9040622299	0.2955326914
1585	0.9040622299	0.2954612317
1586	0.9040622299	0.2954276526
1587	0.9040622299	0.295394387
1588	0.9040622299	0.2953467943
1589	0.9040622299	0.2952545688
1590	0.9043503313	0.2952392735
1591	0.9043503313	0.2952290818
1592	0.9043503313	0.295216286
1593	0.9043503313	0.2951108832
1594	0.9043503313	0.2950050982
1595	0.9043503313	0.2949422196
1596	0.9046384327	0.2948505829
1597	0.9046384327	0.2947985381
1598	0.9046384327	0.2947658299
1599	0.9046384327	0.2947449366
1600	0.9052146356	0.2946446189
1601	0.9052146356	0.2945077726
1602	0.905502737	0.2944370691
1603	0.905502737	0.2943641202
1604	0.905502737	0.2942298994
1605	0.905502737	0.294100934
1606	0.9057908384	0.294066737
1607	0.9057908384	0.2939413604
1608	0.9057908384	0.2938534608
1609	0.9060789398	0.2937660688
1610	0.9060789398	0.2936305285
1611	0.9060789398	0.2935292067
1612	0.9060789398	0.2934519091
1613	0.9060789398	0.2933992799
1614	0.9063670412	0.2933823992
