iter	Passed	Remaining
1663	37554	75289
1664	37576	75266
1665	37598	75242
1666	37619	75215
1667	37640	75191
1668	37661	75164
1669	37682	75139
1670	37704	75115
1671	37727	75094
1672	37752	75077
1673	37776	75056
1674	37798	75033
1675	37820	75008
1676	37841	74982
1677	37862	74957
1678	37883	74932
1679	37904	74906
1680	37925	74880
1681	37946	74854
1682	37967	74828
1683	37989	74805
1684	38012	74783
1685	38050	74791
1686	38072	74768
1687	38093	74742
1688	38114	74716
1689	38135	74691
1690	38156	74665
1691	38177	74640
1692	38246	74707
1693	38268	74685
1694	38289	74659
1695	38310	74633
1696	38332	74609
1697	38366	74609
1698	38395	74598
1699	38418	74577
1700	38441	74555
1701	38467	74538
1702	38495	74526
1703	38519	74506
1704	38540	74480
1705	38561	74455
1706	38583	74431
1707	38603	74405
1708	38625	74381
1709	38647	74356
1710	38668	74331
1711	38691	74309
1712	38715	74289
1713	38739	74269
1714	38764	74250
1715	38785	74226
1716	38807	74201
1717	38828	74175
1718	38848	74149
1719	38869	74123
1720	38890	74097
1721	38910	74070
1722	38932	74046
1723	38953	74020
1724	38975	73996
1725	38997	73972
1726	39020	73950
1727	39040	73924
1728	39062	73900
1729	39083	73875
1730	39105	73851
1731	39126	73824
1732	39156	73816
1733	39181	73797
1734	39205	73779
1735	39229	73758
1736	39251	73734
1737	39273	73711
1738	39294	73685
1739	39314	73658
1740	39335	73633
1741	39397	73683
1742	39419	73660
1743	39439	73632
1744	39462	73611
1745	39484	73585
1746	39506	73562
1747	39526	73536
1748	39547	73509
1749	39570	73488
1750	39591	73462
1751	39614	73439
1752	39635	73415
1753	39656	73389
1754	39677	73364
1755	39701	73343
1756	39724	73322
1757	39746	73297
1758	39767	73273
1759	39789	73248
1760	39810	73222
1761	39831	73197
1762	39853	73173
1763	39874	73148
1764	39896	73124
1765	39918	73101
1766	39939	73075
1767	39961	73052
1768	39984	73030
1769	40005	73005
1770	40027	72980
1771	40048	72954
1772	40068	72928
1773	40090	72903
1774	40111	72878
1775	40133	72854
1776	40154	72829
1777	40175	72804
1778	40197	72780
1779	40221	72761
1780	40245	72739
1781	40266	72714
1782	40287	72689
1783	40308	72663
1784	40328	72636
1785	40349	72611
1786	40370	72585
1787	40390	72559
1788	40419	72547
1789	40443	72526
1790	40464	72502
1791	40487	72479
1792	40510	72457
1793	40535	72439
1794	40575	72447
1795	40616	72458
1796	40640	72439
1797	40668	72424
1798	40695	72410
1799	40717	72387
1800	40739	72362
1801	40761	72339
1802	40786	72321
1803	40807	72296
1804	40829	72271
1805	40850	72245
1806	40871	72220
1807	40893	72196
1808	40914	72171
1809	40935	72146
1810	40957	72123
1811	40982	72103
1812	41004	72080
1813	41028	72059
1814	41048	72033
1815	41070	72008
1816	41091	71984
1817	41113	71959
1818	41134	71933
1819	41155	71909
1820	41176	71883
1821	41200	71863
1822	41226	71846
1823	41248	71822
1824	41269	71798
1825	41290	71772
1826	41311	71746
1827	41332	71720
1828	41352	71694
1829	41373	71669
1830	41395	71645
1831	41430	71644
1832	41453	71621
1833	41474	71597
1834	41496	71572
1835	41517	71547
1836	41539	71523
1837	41560	71498
1838	41581	71472
1839	41607	71456
1840	41634	71441
1841	41660	71424
1842	41683	71401
1843	41708	71384
1844	41732	71363
1845	41757	71345
1846	41782	71326
1847	41806	71306
1848	41831	71287
1849	41853	71264
1850	41878	71244
1851	41899	71220
1852	41921	71196
1853	41945	71175
1854	41968	71154
1855	41994	71137
1856	42020	71120
1857	42042	71097
1858	42062	71070
1859	42083	71044
1860	42104	71018
1861	42128	70998
1862	42150	70975
1863	42171	70950
1864	42194	70927
1865	42218	70906
1866	42240	70883
1867	42261	70858
1868	42284	70835
1869	42306	70812
1870	42327	70786
1871	42348	70761
1872	42369	70736
1873	42389	70710
1874	42411	70685
1875	42444	70680
1876	42467	70658
1877	42488	70632
1878	42509	70607
1879	42531	70583
1880	42551	70556
1881	42572	70532
1882	42594	70508
1883	42616	70485
1884	42639	70462
1885	42660	70437
1886	42682	70413
1887	42704	70390
1888	42726	70366
1889	42748	70342
1890	42769	70317
1891	42792	70295
1892	42813	70270
1893	42836	70248
1894	42857	70222
1895	42878	70197
1896	42899	70171
1897	42920	70146
1898	42940	70121
1899	42964	70100
1900	42986	70076
1901	43008	70052
1902	43030	70028
1903	43051	70003
1904	43071	69977
1905	43092	69951
1906	43114	69927
1907	43134	69902
1908	43157	69880
1909	43179	69855
1910	43201	69832
1911	43227	69815
1912	43248	69790
1913	43272	69769
1914	43295	69747
1915	43316	69722
1916	43337	69697
1917	43358	69672
1918	43379	69647
1919	43400	69621
1920	43421	69595
1921	43443	69572
1922	43481	69574
1923	43502	69549
1924	43523	69525
1925	43544	69500
1926	43565	69473
1927	43585	69448
1928	43608	69425
1929	43629	69401
1930	43651	69377
1931	43674	69354
1932	43697	69332
1933	43722	69313
1934	43743	69289
1935	43764	69262
1936	43784	69236
1937	43805	69212
1938	43826	69186
1939	43847	69161
1940	43867	69135
1941	43888	69110
1942	43909	69085
1943	43931	69060
1944	43953	69036
1945	43975	69014
1946	43997	68990
1947	44019	68967
1948	44040	68941
1949	44060	68915
1950	44081	68890
1951	44102	68864
1952	44123	68840
1953	44143	68813
1954	44165	68789
1955	44186	68764
1956	44209	68742
1957	44233	68722
1958	44256	68700
1959	44277	68676
1960	44299	68652
1961	44320	68626
1962	44341	68601
1963	44362	68576
1964	44382	68550
1965	44404	68526
1966	44427	68503
1967	44449	68480
1968	44479	68469
1969	44500	68444
1970	44521	68420
1971	44542	68395
1972	44564	68370
1973	44585	68346
1974	44609	68325
1975	44632	68303
1976	44664	68295
1977	44704	68299
1978	44732	68284
1979	44756	68264
1980	44777	68240
1981	44799	68216
1982	44822	68193
1983	44844	68171
1984	44866	68147
1985	44887	68122
1986	44906	68094
1987	44927	68068
1988	44947	68043
1989	44968	68018
1990	44989	67992
1991	45009	67966
1992	45031	67942
1993	45054	67920
1994	45074	67894
1995	45095	67869
1996	45117	67845
1997	45138	67820
1998	45160	67797
1999	45181	67771
2000	45203	67748
2001	45227	67728
2002	45250	67705
2003	45271	67681
2004	45292	67656
2005	45313	67631
2006	45333	67604
2007	45353	67579
2008	45377	67558
2009	45399	67534
2010	45420	67509
2011	45443	67487
2012	45468	67468
2013	45506	67469
2014	45529	67446
2015	45552	67425
2016	45573	67400
2017	45595	67377
2018	45616	67351
2019	45637	67327
2020	45658	67302
2021	45685	67286
2022	45711	67267
2023	45733	67245
2024	45754	67219
2025	45774	67193
2026	45795	67167
2027	45815	67142
2028	45836	67116
2029	45857	67091
2030	45878	67066
2031	45898	67041
2032	45920	67017
2033	45941	66992
2034	45963	66968
2035	45986	66946
2036	46008	66923
2037	46029	66898
2038	46050	66873
2039	46070	66847
2040	46090	66821
2041	46112	66797
2042	46132	66771
2043	46154	66747
2044	46174	66722
2045	46196	66697
2046	46218	66674
2047	46240	66650
2048	46263	66629
2049	46287	66608
2050	46308	66584
2051	46329	66559
2052	46350	66534
2053	46372	66510
2054	46392	66485
2055	46414	66460
2056	46436	66437
2057	46458	66414
2058	46480	66391
2059	46515	66386
2060	46541	66368
2061	46563	66345
2062	46584	66320
2063	46604	66293
2064	46625	66269
2065	46650	66249
2066	46675	66230
2067	46699	66210
2068	46723	66189
2069	46744	66165
2070	46766	66141
2071	46786	66115
2072	46807	66090
2073	46830	66068
2074	46852	66044
2075	46872	66019
2076	46894	65994
2077	46914	65969
2078	46937	65947
2079	46961	65926
2080	46985	65906
2081	47008	65884
2082	47031	65862
2083	47054	65839
2084	47074	65814
2085	47096	65789
2086	47116	65764
2087	47137	65739
2088	47157	65714
2089	47180	65691
2090	47201	65667
2091	47223	65643
2092	47258	65638
2093	47281	65616
2094	47302	65590
2095	47322	65565
2096	47344	65541
2097	47365	65516
2098	47385	65490
2099	47406	65466
2100	47428	65442
2101	47449	65418
2102	47471	65395
2103	47491	65369
2104	47513	65345
2105	47549	65341
2106	47571	65317
2107	47593	65293
2108	47615	65271
2109	47638	65248
2110	47660	65225
2111	47682	65201
2112	47704	65178
2113	47727	65157
2114	47748	65131
2115	47770	65109
2116	47795	65089
2117	47818	65067
2118	47842	65046
2119	47862	65021
2120	47898	65015
2121	47920	64993
2122	47942	64969
2123	47963	64944
2124	47985	64921
2125	48006	64896
2126	48028	64872
2127	48049	64849
2128	48071	64824
2129	48092	64800
2130	48113	64775
2131	48134	64751
2132	48155	64726
2133	48177	64703
2134	48199	64680
2135	48221	64656
2136	48243	64633
2137	48266	64611
2138	48288	64588
2139	48310	64564
2140	48331	64539
2141	48352	64515
2142	48373	64490
2143	48395	64466
2144	48415	64441
2145	48438	64418
2146	48460	64395
2147	48480	64370
2148	48502	64347
2149	48594	64415
2150	48633	64414
2151	48665	64405
2152	48694	64390
2153	48719	64371
2154	48741	64347
2155	48765	64326
2156	48786	64301
2157	48808	64278
2158	48830	64254
2159	48850	64229
2160	48871	64204
2161	48892	64180
2162	48914	64156
2163	48936	64132
2164	48957	64108
2165	48978	64084
2166	49000	64060
2167	49020	64034
2168	49040	64008
2169	49060	63982
2170	49083	63959
2171	49104	63935
2172	49125	63910
2173	49148	63888
2174	49171	63867
2175	49193	63842
2176	49215	63819
2177	49239	63798
2178	49260	63774
2179	49282	63750
2180	49302	63725
2181	49324	63700
2182	49345	63676
2183	49366	63652
2184	49388	63628
2185	49409	63604
2186	49432	63581
2187	49454	63558
2188	49475	63534
2189	49496	63508
2190	49517	63484
2191	49537	63459
2192	49558	63434
2193	49580	63410
2194	49610	63397
2195	49631	63373
2196	49652	63348
2197	49677	63328
2198	49701	63308
2199	49723	63285
2200	49746	63262
2201	49768	63239
2202	49793	63219
2203	49817	63198
2204	49839	63175
2205	49861	63151
2206	49883	63128
2207	49904	63103
2208	49926	63080
2209	49948	63057
2210	49969	63032
2211	49992	63010
2212	50013	62985
2213	50036	62964
2214	50058	62939
2215	50083	62920
2216	50104	62896
2217	50126	62872
2218	50147	62848
2219	50169	62825
2220	50196	62807
2221	50217	62783
2222	50240	62760
2223	50262	62737
2224	50283	62712
2225	50303	62687
2226	50324	62662
2227	50345	62637
2228	50366	62613
2229	50387	62588
2230	50409	62565
2231	50430	62540
2232	50451	62516
2233	50473	62492
2234	50493	62467
2235	50515	62444
2236	50539	62422
2237	50560	62398
2238	50582	62374
2239	50601	62348
2240	50640	62346
2241	50664	62324
2242	50687	62302
2243	50708	62278
2244	50729	62254
2245	50752	62231
2246	50775	62209
2247	50799	62188
2248	50821	62165
2249	50843	62142
2250	50864	62116
2251	50884	62091
2252	50905	62067
2253	50926	62043
2254	50948	62018
2255	50969	61994
2256	50991	61971
2257	51011	61945
2258	51033	61922
2259	51056	61900
2260	51079	61877
2261	51100	61853
2262	51120	61828
2263	51142	61804
2264	51166	61783
2265	51188	61760
2266	51210	61737
2267	51233	61714
2268	51258	61695
2269	51282	61674
2270	51303	61650
2271	51325	61626
2272	51345	61600
2273	51365	61575
2274	51386	61550
2275	51408	61527
2276	51429	61502
2277	51451	61479
2278	51472	61455
2279	51493	61430
2280	51514	61406
2281	51535	61381
2282	51557	61358
2283	51578	61334
2284	51601	61312
2285	51623	61288
2286	51660	61283
2287	51682	61260
2288	51703	61236
2289	51724	61211
2290	51747	61188
2291	51767	61163
2292	51788	61139
2293	51810	61115
2294	51830	61089
2295	51852	61066
2296	51873	61042
2297	51895	61018
2298	51916	60994
2299	51938	60970
2300	51959	60946
2301	51982	60924
2302	52003	60900
2303	52024	60876
2304	52044	60850
2305	52065	60825
2306	52086	60801
2307	52108	60778
2308	52129	60753
2309	52150	60728
2310	52172	60706
2311	52194	60683
2312	52216	60659
2313	52236	60634
2314	52259	60611
2315	52281	60588
2316	52302	60564
2317	52325	60542
2318	52345	60517
2319	52366	60492
2320	52386	60467
2321	52409	60444
2322	52431	60421
2323	52453	60398
2324	52476	60375
2325	52500	60354
2326	52531	60342
2327	52567	60335
2328	52592	60315
2329	52620	60298
2330	52640	60273
2331	52680	60270
2332	52703	60248
2333	52723	60223
2334	52746	60200
2335	52767	60176
2336	52787	60151
2337	52809	60127
2338	52831	60104
2339	52852	60080
2340	52874	60056
2341	52894	60031
2342	52916	60008
2343	52939	59986
2344	52961	59962
2345	52983	59939
2346	53004	59914
2347	53024	59890
2348	53046	59866
2349	53067	59842
2350	53090	59819
2351	53111	59795
2352	53131	59770
2353	53153	59746
2354	53178	59727
2355	53201	59704
2356	53222	59680
2357	53243	59656
2358	53267	59635
2359	53289	59611
2360	53311	59588
2361	53332	59564
2362	53352	59539
2363	53373	59515
2364	53394	59490
2365	53416	59466
2366	53438	59443
2367	53460	59420
2368	53480	59395
2369	53502	59371
2370	53524	59348
2371	53546	59325
2372	53568	59302
2373	53589	59277
2374	53609	59252
2375	53631	59229
2376	53652	59205
2377	53674	59181
2378	53713	59177
2379	53736	59155
2380	53758	59132
2381	53780	59109
2382	53803	59087
2383	53826	59064
2384	53847	59040
2385	53871	59019
2386	53895	58998
2387	53918	58976
2388	53940	58952
2389	53961	58928
2390	53983	58905
2391	54003	58880
2392	54024	58855
2393	54045	58831
2394	54068	58809
2395	54089	58784
2396	54109	58759
2397	54130	58735
2398	54153	58713
2399	54174	58689
2400	54196	58665
2401	54217	58641
2402	54239	58617
2403	54261	58595
2404	54283	58571
2405	54305	58549
2406	54328	58526
2407	54350	58503
2408	54371	58479
2409	54393	58456
2410	54415	58433
2411	54438	58410
2412	54460	58387
2413	54483	58365
2414	54507	58344
2415	54529	58321
2416	54551	58297
2417	54571	58272
2418	54592	58248
2419	54613	58223
2420	54633	58198
2421	54655	58176
2422	54677	58152
2423	54715	58146
2424	54736	58122
2425	54759	58100
2426	54780	58076
2427	54801	58052
2428	54823	58028
2429	54844	58004
2430	54865	57979
2431	54886	57955
2432	54908	57932
2433	54929	57908
2434	54950	57884
2435	54972	57860
2436	54993	57836
2437	55014	57812
2438	55036	57789
2439	55057	57764
2440	55078	57740
2441	55098	57715
2442	55119	57691
2443	55141	57668
2444	55162	57644
2445	55184	57620
2446	55204	57596
2447	55225	57571
2448	55246	57547
2449	55270	57526
2450	55292	57502
2451	55313	57479
2452	55335	57455
2453	55355	57430
2454	55377	57407
2455	55399	57384
2456	55422	57362
2457	55445	57339
2458	55466	57316
2459	55489	57294
2460	55515	57275
2461	55542	57257
2462	55564	57234
2463	55585	57210
2464	55607	57186
2465	55629	57163
2466	55653	57142
2467	55678	57122
2468	55704	57102
2469	55775	57130
2470	55797	57107
2471	55818	57083
2472	55840	57060
2473	55863	57038
2474	55885	57014
2475	55908	56992
2476	55931	56970
2477	55954	56948
2478	55975	56923
2479	55997	56900
2480	56019	56877
2481	56040	56853
2482	56062	56830
2483	56084	56807
2484	56107	56785
2485	56130	56762
2486	56153	56740
2487	56176	56718
2488	56197	56694
2489	56219	56671
2490	56240	56647
2491	56264	56626
2492	56286	56602
2493	56308	56579
2494	56340	56565
2495	56362	56543
2496	56385	56520
2497	56408	56498
2498	56436	56481
2499	56459	56459
2500	56482	56436
2501	56503	56413
2502	56525	56390
2503	56548	56367
2504	56569	56343
2505	56591	56320
2506	56613	56297
2507	56636	56275
2508	56667	56260
2509	56695	56243
2510	56743	56246
2511	56774	56232
2512	56819	56231
2513	56865	56231
2514	56895	56217
2515	56919	56195
2516	56942	56173
2517	56966	56152
2518	56989	56130
2519	57011	56106
2520	57033	56083
2521	57055	56060
2522	57080	56039
2523	57102	56016
2524	57124	55992
2525	57148	55972
2526	57173	55951
2527	57196	55929
2528	57218	55905
2529	57240	55883
2530	57265	55862
2531	57287	55839
2532	57309	55815
2533	57331	55792
2534	57355	55771
2535	57377	55748
2536	57399	55725
2537	57423	55703
2538	57444	55679
2539	57466	55656
2540	57487	55632
2541	57508	55608
2542	57530	55584
2543	57552	55561
2544	57576	55540
2545	57598	55517
2546	57620	55493
2547	57646	55474
2548	57679	55461
2549	57718	55454
2550	57755	55445
2551	57783	55428
2552	57823	55422
2553	57845	55399
2554	57868	55376
2555	57890	55353
2556	57912	55330
2557	57933	55306
2558	57956	55284
2559	57977	55260
2560	57998	55235
2561	58018	55210
2562	58040	55187
2563	58062	55163
2564	58084	55140
2565	58105	55116
2566	58126	55092
2567	58152	55072
2568	58178	55053
2569	58202	55031
2570	58223	55007
2571	58244	54983
2572	58269	54963
2573	58293	54941
2574	58315	54918
2575	58335	54893
2576	58357	54870
2577	58379	54846
2578	58402	54824
2579	58423	54800
2580	58443	54775
2581	58464	54750
2582	58484	54726
2583	58505	54701
2584	58534	54684
2585	58557	54662
2586	58579	54639
2587	58601	54616
2588	58623	54593
2589	58646	54570
2590	58668	54547
2591	58690	54523
2592	58710	54499
2593	58732	54475
2594	58753	54451
2595	58774	54427
2596	58794	54402
2597	58815	54378
2598	58854	54370
2599	58875	54346
2600	58896	54322
2601	58920	54301
2602	58943	54278
2603	58965	54255
2604	58986	54231
2605	59008	54207
2606	59029	54184
2607	59051	54160
2608	59072	54136
2609	59094	54113
2610	59116	54090
2611	59142	54070
2612	59169	54051
2613	59193	54030
2614	59216	54007
2615	59237	53983
2616	59262	53963
2617	59287	53943
2618	59311	53921
2619	59335	53900
2620	59360	53879
2621	59384	53857
2622	59409	53837
2623	59431	53814
2624	59452	53789
2625	59474	53767
2626	59497	53744
2627	59524	53725
2628	59546	53703
2629	59567	53678
2630	59589	53655
2631	59611	53631
2632	59633	53609
2633	59657	53587
2634	59678	53563
2635	59700	53539
2636	59721	53516
2637	59743	53492
2638	59764	53468
2639	59785	53444
2640	59807	53420
2641	59829	53397
2642	59872	53393
2643	59894	53370
2644	59916	53347
2645	59938	53324
2646	59959	53300
2647	59981	53277
2648	60003	53253
2649	60024	53229
2650	60046	53206
2651	60068	53183
2652	60097	53165
2653	60122	53144
2654	60146	53124
2655	60167	53099
2656	60188	53075
2657	60209	53051
2658	60230	53027
2659	60250	53002
2660	60273	52979
2661	60296	52957
2662	60317	52933
2663	60338	52909
2664	60361	52887
2665	60383	52863
2666	60404	52840
2667	60425	52815
2668	60446	52791
2669	60467	52767
2670	60489	52743
2671	60509	52719
2672	60530	52695
2673	60550	52670
2674	60570	52645
2675	60591	52620
2676	60611	52596
2677	60633	52573
2678	60654	52549
2679	60677	52526
2680	60698	52502
2681	60719	52478
2682	60741	52455
2683	60762	52431
2684	60784	52408
2685	60805	52383
2686	60826	52360
2687	60847	52336
2688	60869	52312
2689	60911	52307
2690	60933	52283
2691	60954	52259
2692	60975	52235
2693	60995	52210
2694	61015	52186
2695	61036	52161
2696	61057	52137
2697	61079	52114
2698	61100	52090
2699	61123	52068
2700	61146	52045
2701	61168	52022
2702	61190	51999
2703	61211	51975
2704	61233	51952
2705	61255	51929
2706	61278	51906
2707	61301	51884
2708	61323	51861
2709	61344	51836
2710	61368	51815
2711	61390	51792
2712	61413	51770
2713	61434	51746
2714	61455	51722
2715	61476	51698
2716	61497	51674
2717	61519	51651
2718	61541	51627
2719	61562	51603
2720	61583	51580
2721	61604	51556
2722	61628	51534
2723	61651	51512
2724	61674	51490
2725	61698	51468
2726	61720	51444
2727	61741	51421
2728	61763	51397
2729	61784	51374
2730	61806	51350
2731	61827	51326
2732	61851	51304
2733	61876	51284
2734	61952	51306
2735	61976	51284
2736	61997	51260
2737	62018	51236
2738	62040	51213
2739	62061	51189
2740	62083	51166
2741	62109	51145
2742	62131	51123
2743	62155	51101
2744	62177	51078
2745	62198	51054
2746	62219	51030
2747	62240	51006
2748	62261	50982
2749	62285	50960
2750	62306	50936
2751	62328	50913
2752	62349	50889
2753	62373	50868
2754	62396	50845
2755	62418	50822
2756	62441	50800
2757	62462	50776
2758	62485	50753
2759	62506	50730
2760	62528	50707
2761	62550	50683
2762	62571	50659
2763	62593	50636
2764	62618	50615
2765	62641	50593
2766	62663	50569
2767	62686	50547
2768	62708	50524
2769	62731	50502
2770	62752	50478
2771	62775	50455
2772	62799	50434
2773	62824	50413
2774	62852	50394
2775	62876	50373
2776	62899	50351
2777	62921	50328
2778	62943	50305
2779	62986	50298
2780	63007	50274
2781	63028	50250
2782	63048	50226
2783	63071	50203
2784	63095	50181
2785	63118	50159
2786	63139	50135
2787	63160	50111
2788	63181	50087
2789	63202	50063
2790	63224	50040
2791	63245	50016
2792	63267	49993
2793	63291	49971
2794	63313	49948
2795	63339	49928
2796	63364	49907
2797	63385	49884
2798	63408	49861
2799	63431	49839
2800	63465	49825
2801	63486	49801
2802	63508	49777
2803	63530	49754
2804	63551	49731
2805	63574	49708
2806	63597	49686
2807	63618	49662
2808	63640	49638
2809	63661	49615
2810	63682	49591
2811	63705	49568
2812	63727	49545
2813	63748	49521
2814	63770	49498
2815	63791	49474
2816	63813	49451
2817	63835	49428
2818	63857	49404
2819	63878	49380
2820	63899	49357
2821	63920	49333
2822	63941	49309
2823	63963	49286
2824	64000	49274
2825	64021	49250
2826	64041	49226
2827	64062	49202
2828	64084	49179
2829	64105	49155
2830	64126	49131
2831	64148	49107
2832	64169	49084
2833	64192	49061
2834	64214	49038
2835	64235	49014
2836	64258	48991
2837	64282	48970
2838	64306	48949
2839	64328	48926
2840	64351	48903
2841	64373	48880
2842	64395	48856
2843	64416	48833
2844	64437	48809
2845	64460	48786
2846	64487	48767
2847	64534	48763
2848	64565	48746
2849	64595	48729
2850	64618	48707
2851	64639	48683
2852	64660	48659
2853	64681	48636
2854	64705	48613
2855	64732	48594
2856	64756	48572
2857	64778	48549
2858	64800	48526
2859	64823	48504
2860	64845	48480
2861	64866	48457
2862	64887	48433
2863	64909	48410
2864	64930	48386
2865	64950	48361
2866	64971	48337
2867	64991	48313
2868	65033	48305
2869	65057	48283
2870	65082	48262
2871	65105	48239
2872	65126	48216
2873	65147	48192
2874	65169	48168
2875	65189	48143
2876	65209	48119
2877	65231	48096
2878	65252	48072
2879	65274	48049
2880	65298	48027
2881	65321	48005
2882	65342	47981
2883	65363	47957
2884	65383	47932
2885	65405	47909
2886	65426	47885
2887	65447	47862
2888	65468	47838
2889	65489	47813
2890	65510	47789
2891	65531	47766
2892	65553	47743
2893	65575	47720
2894	65596	47695
2895	65616	47671
2896	65637	47647
2897	65657	47623
2898	65679	47599
2899	65699	47575
2900	65721	47552
2901	65740	47527
2902	65761	47503
2903	65784	47480
2904	65806	47457
2905	65829	47435
2906	65851	47411
2907	65874	47390
2908	65897	47367
2909	65919	47344
2910	65940	47320
2911	65964	47298
2912	65985	47275
2913	66005	47250
2914	66027	47227
2915	66069	47218
2916	66096	47198
2917	66119	47176
2918	66140	47152
2919	66162	47129
2920	66184	47106
2921	66205	47082
2922	66226	47058
2923	66248	47035
2924	66270	47012
2925	66294	46990
2926	66316	46967
2927	66339	46945
2928	66360	46921
2929	66382	46898
2930	66404	46874
2931	66425	46851
2932	66449	46829
2933	66472	46807
2934	66495	46785
2935	66517	46761
2936	66538	46737
2937	66560	46714
2938	66582	46691
2939	66603	46668
2940	66625	46644
2941	66646	46620
2942	66667	46596
2943	66688	46573
2944	66709	46549
2945	66730	46525
2946	66751	46501
2947	66772	46478
2948	66794	46454
2949	66816	46431
2950	66837	46407
2951	66857	46383
2952	66878	46359
2953	66901	46337
2954	66922	46313
2955	66944	46290
2956	66967	46267
2957	66988	46244
2958	67009	46220
2959	67031	46197
2960	67104	46209
2961	67126	46186
2962	67153	46166
2963	67175	46143
2964	67198	46120
2965	67220	46097
2966	67241	46074
2967	67262	46050
2968	67289	46030
2969	67321	46014
2970	67343	45991
2971	67365	45968
2972	67389	45946
2973	67411	45923
2974	67432	45899
2975	67452	45875
2976	67473	45850
2977	67494	45827
2978	67515	45803
2979	67536	45779
2980	67558	45756
2981	67581	45733
2982	67601	45709
2983	67623	45686
2984	67644	45662
2985	67664	45638
2986	67685	45614
2987	67706	45590
2988	67728	45567
2989	67750	45544
2990	67773	45522
2991	67800	45502
2992	67822	45479
2993	67844	45456
2994	67866	45433
2995	67889	45410
2996	67913	45388
2997	67935	45366
2998	67957	45343
2999	67979	45319
3000	68000	45295
3001	68022	45272
3002	68044	45249
3003	68067	45227
3004	68090	45204
3005	68132	45195
3006	68155	45172
3007	68176	45148
3008	68196	45124
3009	68217	45100
3010	68238	45076
3011	68259	45053
3012	68281	45030
3013	68306	45009
3014	68328	44985
3015	68350	44962
3016	68370	44938
3017	68392	44915
3018	68414	44892
3019	68435	44868
3020	68457	44844
3021	68477	44820
3022	68498	44796
3023	68518	44772
3024	68539	44748
3025	68564	44727
3026	68594	44709
3027	68642	44704
3028	68671	44684
3029	68693	44662
3030	68715	44639
3031	68737	44616
3032	68761	44594
3033	68784	44571
3034	68805	44547
3035	68827	44524
3036	68852	44503
3037	68874	44480
3038	68897	44458
3039	68919	44435
3040	68940	44410
3041	68960	44386
3042	68980	44362
3043	69001	44338
3044	69022	44314
3045	69044	44291
3046	69064	44267
3047	69086	44244
3048	69107	44220
3049	69130	44198
3050	69173	44188
3051	69193	44164
3052	69215	44141
3053	69236	44117
3054	69259	44094
3055	69283	44073
3056	69306	44050
3057	69328	44027
3058	69350	44004
3059	69371	43980
3060	69394	43958
3061	69416	43934
3062	69438	43911
3063	69460	43888
3064	69481	43865
3065	69502	43841
3066	69524	43818
3067	69547	43795
3068	69568	43772
3069	69592	43750
3070	69614	43727
3071	69636	43703
3072	69658	43681
3073	69680	43658
3074	69701	43634
3075	69722	43610
3076	69744	43587
3077	69766	43564
3078	69788	43541
3079	69809	43517
3080	69829	43493
3081	69851	43469
3082	69874	43447
3083	69896	43424
3084	69919	43402
3085	69941	43379
3086	69963	43355
3087	69985	43333
3088	70006	43309
3089	70028	43286
3090	70050	43263
3091	70072	43239
3092	70093	43216
3093	70115	43193
3094	70137	43170
3095	70181	43160
3096	70203	43137
3097	70224	43113
3098	70245	43090
3099	70267	43067
3100	70291	43045
3101	70314	43023
3102	70337	43000
3103	70359	42977
3104	70382	42954
3105	70404	42932
3106	70426	42908
3107	70447	42885
3108	70468	42861
3109	70489	42837
3110	70510	42814
3111	70534	42792
3112	70557	42769
3113	70582	42748
3114	70606	42726
3115	70628	42703
3116	70649	42679
3117	70670	42656
3118	70694	42634
3119	70717	42611
3120	70737	42587
3121	70758	42564
3122	70780	42540
3123	70804	42518
3124	70824	42494
3125	70846	42471
3126	70866	42447
3127	70887	42423
3128	70909	42400
3129	70931	42377
3130	70951	42353
3131	70973	42330
3132	70993	42306
3133	71015	42282
3134	71037	42259
3135	71060	42237
3136	71081	42213
3137	71101	42189
3138	71123	42166
3139	71144	42142
3140	71166	42119
3141	71208	42108
3142	71231	42086
3143	71252	42062
3144	71273	42039
3145	71297	42016
3146	71319	41993
3147	71339	41969
3148	71360	41946
3149	71381	41922
3150	71402	41898
3151	71422	41874
3152	71444	41851
3153	71465	41828
3154	71489	41806
3155	71512	41783
3156	71593	41794
3157	71626	41778
3158	71648	41755
3159	71670	41732
3160	71692	41709
3161	71714	41685
3162	71735	41662
3163	71756	41638
3164	71776	41614
3165	71798	41591
3166	71820	41568
3167	71842	41545
3168	71863	41521
3169	71887	41499
3170	71908	41476
3171	71930	41452
3172	71951	41429
3173	71972	41405
3174	71993	41382
3175	72013	41358
3176	72037	41336
3177	72060	41313
3178	72082	41290
3179	72104	41267
3180	72127	41244
3181	72148	41221
3182	72169	41197
3183	72190	41173
3184	72262	41179
3185	72285	41156
3186	72308	41134
3187	72331	41111
3188	72353	41088
3189	72375	41065
3190	72397	41042
3191	72418	41019
3192	72439	40995
3193	72460	40971
3194	72481	40947
3195	72502	40924
3196	72523	40900
3197	72547	40879
3198	72570	40856
3199	72593	40833
3200	72613	40809
3201	72635	40786
3202	72656	40762
3203	72677	40739
3204	72698	40715
3205	72719	40691
3206	72739	40668
3207	72761	40644
3208	72783	40621
3209	72805	40598
3210	72827	40575
3211	72852	40554
3212	72875	40531
3213	72898	40509
3214	72919	40485
3215	72940	40461
3216	72961	40438
